sample_name,input_bases,mapped_bases,genome_length,average_cov,percent_mapped_bases
ANDL3G8.gd,1762781355,1660326826,2160842,768.37,0.941879
ANDL3G9.gd,645713710,604178603,2160842,279.603,0.935676
CeM0L1G0.gd,302516611,283874484,2160842,131.372,0.938377
CeM0L1G15.gd,571893528,568002976,2160842,262.862,0.993197
CeM0L1G16.gd,822950521,816761306,2160842,377.983,0.992479
CeM0L1G17.gd,486348878,482473495,2160842,223.28,0.992032
CeM0L1G18.gd,563958437,556760301,2160842,257.659,0.987236
CeM0L1G19.gd,259491531,257133751,2160842,118.997,0.990914
CeM0L1G1.gd,314941085,279959459,2160842,129.56,0.888926
CeM0L1G20.gd,833544667,819064396,2160842,379.049,0.982628
CeM0L1G21.gd,204318095,203169111,2160842,94.0231,0.994376
CeM0L1G22.gd,463211944,457976452,2160842,211.944,0.988697
CeM0L1G23.gd,1265603330,1240162684,2160842,573.926,0.979898
CeM0L1G24.gd,9022962,8514233,2160842,3.94024,0.943618
CeM0L1G25.gd,484009201,475097466,2160842,219.867,0.981588
CeM0L1G26.gd,928819661,916708288,2160842,424.237,0.98696
CeM0L1G27.gd,801334679,792588886,2160842,366.796,0.989086
CeM0L1G28.gd,540917251,529332508,2160842,244.966,0.978583
CeM0L1G29.gd,1814750500,825905305,2160842,382.215,0.455107
CeM0L1G2.gd,203652833,124294626,2160842,57.5214,0.610326
CeM0L1G3.gd,211608069,141299742,2160842,65.3911,0.667743
CeM0L1G4.gd,238170911,145874456,2160842,67.5082,0.612478
CeM0L1G5.gd,196036707,105568874,2160842,48.8554,0.538516
CeM0L1G6.gd,197055770,123117851,2160842,56.9768,0.624787
CeM0L2G0.gd,386497591,373923648,2160842,173.045,0.967467
CeM0L2G15.gd,510954599,507824409,2160842,235.012,0.993874
CeM0L2G16.gd,893661644,884844921,2160842,409.491,0.990134
CeM0L2G17.gd,435098678,432660078,2160842,200.228,0.994395
CeM0L2G18.gd,450246838,445394054,2160842,206.121,0.989222
CeM0L2G19.gd,264283799,261754362,2160842,121.135,0.990429
CeM0L2G1.gd,340496328,335833160,2160842,155.418,0.986305
CeM0L2G20.gd,921337614,901248176,2160842,417.082,0.978195
CeM0L2G21.gd,132081035,131327130,2160842,60.7759,0.994292
CeM0L2G22.gd,6480476,6361221,2160842,2.94386,0.981598
CeM0L2G23.gd,509825433,497432335,2160842,230.203,0.975691
CeM0L2G24.gd,626546933,574866494,2160842,266.038,0.917515
CeM0L2G25.gd,312767875,302386643,2160842,139.939,0.966809
CeM0L2G26.gd,1189246744,1168123843,2160842,540.587,0.982238
CeM0L2G27.gd,911046816,903951966,2160842,418.333,0.992212
CeM0L2G28.gd,992710172,969416596,2160842,448.629,0.976535
CeM0L2G29.gd,2152020865,2050130242,2160842,948.765,0.952654
CeM0L2G2.gd,328580996,324243449,2160842,150.054,0.986799
CeM0L2G3.gd,178558606,100442545,2160842,46.4831,0.562519
CeM0L2G4.gd,150933759,105207089,2160842,48.688,0.697041
CeM0L2G5.gd,176104933,123635425,2160842,57.2163,0.702055
CeM0L2G6.gd,268244814,183063543,2160842,84.7186,0.68245
CeM0L2G7.gd,189809118,130948190,2160842,60.6005,0.689894
CeM0L3G0.gd,611095578,602413293,2160842,278.786,0.985792
CeM0L3G15.gd,819274028,813466776,2160842,376.458,0.992912
CeM0L3G16.gd,902321970,894410204,2160842,413.917,0.991232
CeM0L3G17.gd,822351797,818141660,2160842,378.622,0.99488
CeM0L3G18.gd,583360401,568805788,2160842,263.233,0.97505
CeM0L3G19.gd,514707586,510223806,2160842,236.123,0.991289
CeM0L3G1.gd,262129845,240474050,2160842,111.287,0.917385
CeM0L3G20.gd,899590003,880226745,2160842,407.354,0.978475
CeM0L3G21.gd,733256264,724452310,2160842,335.264,0.987993
CeM0L3G22.gd,587505670,578349395,2160842,267.65,0.984415
CeM0L3G23.gd,658035584,643820773,2160842,297.949,0.978398
CeM0L3G24.gd,1326458815,1288516735,2160842,596.303,0.971396
CeM0L3G25.gd,283071713,275079220,2160842,127.302,0.971765
CeM0L3G26.gd,374674412,371459453,2160842,171.905,0.991419
CeM0L3G27.gd,1405221755,1391691169,2160842,644.05,0.990371
CeM0L3G28.gd,213976537,212344237,2160842,98.2692,0.992372
CeM0L3G29.gd,294258809,281664078,2160842,130.349,0.957198
CeM0L3G2.gd,354627287,344253049,2160842,159.314,0.970746
CeM0L3G3.gd,154184392,82003143,2160842,37.9496,0.531851
CeM0L3G4.gd,232253786,177133420,2160842,81.9743,0.762672
CeM0L3G5.gd,121571223,74067168,2160842,34.277,0.609249
CeM0L3G6.gd,349340738,184079607,2160842,85.1888,0.526934
CeN0L1G0.gd,400755584,342211723,2160842,158.37,0.853916
CeN0L1G15.gd,443165478,440293889,2160842,203.76,0.99352
CeN0L1G16.gd,549084738,543761049,2160842,251.643,0.990304
CeN0L1G17.gd,490787621,487007876,2160842,225.379,0.992299
CeN0L1G18.gd,511398206,506211143,2160842,234.266,0.989857
CeN0L1G19.gd,867277708,862411596,2160842,399.109,0.994389
CeN0L1G1.gd,435867204,429576013,2160842,198.8,0.985566
CeN0L1G20.gd,1405765933,1364633683,2160842,631.529,0.97074
CeN0L1G21.gd,457622852,454897894,2160842,210.519,0.994045
CeN0L1G22.gd,296744846,292632730,2160842,135.425,0.986143
CeN0L1G23.gd,606282369,587721220,2160842,271.987,0.969385
CeN0L1G24.gd,931454441,434031507,2160842,200.862,0.465972
CeN0L1G25.gd,686883582,678851008,2160842,314.16,0.988306
CeN0L1G26.gd,390646242,388476985,2160842,179.78,0.994447
CeN0L1G27.gd,1068002827,1020268651,2160842,472.163,0.955305
CeN0L1G28.gd,759136273,736339762,2160842,340.765,0.96997
CeN0L1G29.gd,307935836,292515971,2160842,135.371,0.949925
CeN0L1G2.gd,303042706,184855844,2160842,85.5481,0.609999
CeN0L1G3.gd,322743729,296965995,2160842,137.431,0.920129
CeN0L1G4.gd,382684708,318555753,2160842,147.422,0.832424
CeN0L1G5.gd,216394748,133067927,2160842,61.5815,0.614931
CeN0L1G6.gd,245792468,183384375,2160842,84.8671,0.746094
CeN0L2G0.gd,559285241,529405040,2160842,244.999,0.946574
CeN0L2G15.gd,634802860,627393184,2160842,290.347,0.988328
CeN0L2G16.gd,918804916,912660285,2160842,422.363,0.993312
CeN0L2G17.gd,1849059993,1819217467,2160842,841.902,0.983861
CeN0L2G18.gd,589666948,583256337,2160842,269.921,0.989128
CeN0L2G19.gd,7914395,7814878,2160842,3.61659,0.987426
CeN0L2G1.gd,322106878,303250970,2160842,140.339,0.941461
CeN0L2G20.gd,673702324,667874075,2160842,309.08,0.991349
CeN0L2G21.gd,878774944,871460327,2160842,403.297,0.991676
CeN0L2G22.gd,214113154,210475419,2160842,97.4044,0.98301
CeN0L2G23.gd,370689540,365701025,2160842,169.24,0.986543
CeN0L2G24.gd,671416837,662102776,2160842,306.41,0.986128
CeN0L2G25.gd,583976134,581467420,2160842,269.093,0.995704
CeN0L2G26.gd,744919363,739225796,2160842,342.101,0.992357
CeN0L2G27.gd,1410516905,1395476642,2160842,645.802,0.989337
CeN0L2G28.gd,1141950319,1128542870,2160842,522.27,0.988259
CeN0L2G29.gd,493258513,483991135,2160842,223.983,0.981212
CeN0L2G2.gd,280401744,278523175,2160842,128.896,0.9933
CeN0L2G3.gd,298057794,179387693,2160842,83.0175,0.601855
CeN0L2G4.gd,492738159,389921319,2160842,180.449,0.791336
CeN0L2G5.gd,664528736,523626642,2160842,242.325,0.787967
CeN0L2G6.gd,183263403,122819175,2160842,56.8386,0.670178
CeN0L2G7.gd,311155196,295619909,2160842,136.808,0.950072
CeN0L3G0.gd,446526703,400705315,2160842,185.439,0.897383
CeN0L3G15.gd,361856047,359555899,2160842,166.396,0.993643
CeN0L3G16.gd,882465313,875638330,2160842,405.23,0.992264
CeN0L3G17.gd,687190784,681848955,2160842,315.548,0.992227
CeN0L3G18.gd,496488110,492968209,2160842,228.137,0.99291
CeN0L3G19.gd,254892369,251476175,2160842,116.379,0.986598
CeN0L3G1.gd,312244955,290640546,2160842,134.503,0.930809
CeN0L3G20.gd,860457155,846612979,2160842,391.798,0.983911
CeN0L3G21.gd,510753630,506954522,2160842,234.61,0.992562
CeN0L3G22.gd,967373256,939884589,2160842,434.962,0.971584
CeN0L3G23.gd,545558619,534222369,2160842,247.229,0.979221
CeN0L3G24.gd,483022253,470471745,2160842,217.726,0.974017
CeN0L3G25.gd,315834186,312571745,2160842,144.653,0.98967
CeN0L3G26.gd,794196645,750936488,2160842,347.52,0.94553
CeN0L3G27.gd,1010394168,959594748,2160842,444.084,0.949723
CeN0L3G28.gd,1414435887,1311612436,2160842,606.991,0.927304
CeN0L3G29.gd,1389365550,1327369628,2160842,614.284,0.955378
CeN0L3G2.gd,420641081,415841460,2160842,192.444,0.98859
CeN0L3G3.gd,291349158,189977257,2160842,87.9182,0.65206
CeN0L3G4.gd,258540890,243288620,2160842,112.59,0.941006
CeN0L3G5.gd,319670999,273753466,2160842,126.688,0.85636
CeN0L3G6.gd,124896830,81594764,2160842,37.7606,0.653297
CeN0L3G7.gd,334889887,332020662,2160842,153.653,0.991432
CeNdL1G0.gd,278695742,266111346,2160842,123.152,0.954845
CeNdL1G15.gd,393505535,391013575,2160842,180.954,0.993667
CeNdL1G16.gd,1034447992,1024415779,2160842,474.082,0.990302
CeNdL1G17.gd,660326499,657466732,2160842,304.264,0.995669
CeNdL1G18.gd,983157644,952000696,2160842,440.569,0.968309
CeNdL1G19.gd,716764429,712315900,2160842,329.647,0.993794
CeNdL1G1.gd,485907146,377638558,2160842,174.765,0.777183
CeNdL1G20.gd,961852272,954572717,2160842,441.76,0.992432
CeNdL1G21.gd,951798349,945943124,2160842,437.766,0.993848
CeNdL1G22.gd,1784296592,1771835144,2160842,819.974,0.993016
CeNdL1G23.gd,862444890,847437342,2160842,392.179,0.982599
CeNdL1G24.gd,400132827,391808950,2160842,181.322,0.979197
CeNdL1G25.gd,685902929,681079486,2160842,315.192,0.992968
CeNdL1G26.gd,541855874,536052653,2160842,248.076,0.98929
CeNdL1G27.gd,1525009031,1505963366,2160842,696.934,0.987511
CeNdL1G28.gd,718784072,706715912,2160842,327.056,0.98321
CeNdL1G29.gd,271025060,262166415,2160842,121.326,0.967314
CeNdL1G2.gd,223809198,216788483,2160842,100.326,0.968631
CeNdL1G3.gd,79327281,50680539,2160842,23.4541,0.638879
CeNdL1G4.gd,181351247,107229063,2160842,49.6237,0.591278
CeNdL1G5.gd,235064298,127399151,2160842,58.9581,0.541976
CeNdL1G6.gd,243566128,150349710,2160842,69.5792,0.617285
CeNdL1G7.gd,252917544,156002057,2160842,72.195,0.61681
CeNdL2G0.gd,397172811,227831646,2160842,105.437,0.573634
CeNdL2G15.gd,560524227,557964380,2160842,258.216,0.995433
CeNdL2G16.gd,1222143502,1212979857,2160842,561.346,0.992502
CeNdL2G17.gd,1587055638,1570957665,2160842,727.012,0.989857
CeNdL2G18.gd,1014410123,989955522,2160842,458.134,0.975893
CeNdL2G19.gd,1116383616,1104364863,2160842,511.081,0.989234
CeNdL2G1.gd,373334608,369686269,2160842,171.084,0.990228
CeNdL2G20.gd,8233415,8105800,2160842,3.75122,0.9845
CeNdL2G21.gd,844660530,836308938,2160842,387.029,0.990112
CeNdL2G22.gd,1411614231,1398972108,2160842,647.42,0.991044
CeNdL2G23.gd,1203838988,1186363415,2160842,549.028,0.985483
CeNdL2G24.gd,342916032,338126029,2160842,156.479,0.986032
CeNdL2G25.gd,381599938,375992895,2160842,174.003,0.985306
CeNdL2G26.gd,880999286,871332404,2160842,403.237,0.989027
CeNdL2G27.gd,587268931,583162119,2160842,269.877,0.993007
CeNdL2G28.gd,618565320,607090962,2160842,280.951,0.98145
CeNdL2G29.gd,305878055,297332599,2160842,137.6,0.972063
CeNdL2G2.gd,96354914,46314185,2160842,21.4334,0.480662
CeNdL2G3.gd,410575884,137083361,2160842,63.4398,0.333881
CeNdL2G4.gd,292968172,172120913,2160842,79.6546,0.587507
CeNdL2G5.gd,194487768,124889030,2160842,57.7965,0.642143
CeNdL2G6.gd,364129767,193467891,2160842,89.5336,0.531316
CeNdL3G0.gd,442310925,312367714,2160842,144.558,0.706217
CeNdL3G15.gd,526533344,523464835,2160842,242.25,0.994172
CeNdL3G16.gd,1029852535,1022469770,2160842,473.181,0.992831
CeNdL3G17.gd,531822174,529425613,2160842,245.009,0.995494
CeNdL3G18.gd,798759925,769178188,2160842,355.962,0.962965
CeNdL3G19.gd,1038446127,1032299516,2160842,477.73,0.994081
CeNdL3G1.gd,539193711,501821562,2160842,232.234,0.930689
CeNdL3G20.gd,1179094013,1165123105,2160842,539.199,0.988151
CeNdL3G21.gd,893200266,884773118,2160842,409.458,0.990565
CeNdL3G22.gd,830902037,823284248,2160842,381.002,0.990832
CeNdL3G23.gd,1306527922,1209161221,2160842,559.579,0.925477
CeNdL3G24.gd,748133009,738013542,2160842,341.54,0.986474
CeNdL3G25.gd,599729533,588680438,2160842,272.431,0.981577
CeNdL3G26.gd,1033211150,1020346958,2160842,472.199,0.987549
CeNdL3G27.gd,16282472,15326422,2160842,7.0928,0.941283
CeNdL3G28.gd,586288721,571860727,2160842,264.647,0.975391
CeNdL3G29.gd,120152845,116405029,2160842,53.8702,0.968808
CeNdL3G2.gd,761096094,735268870,2160842,340.27,0.966066
CeNdL3G3.gd,238694218,159756093,2160842,73.9323,0.669292
CeNdL3G4.gd,171950785,100204605,2160842,46.3729,0.582752
CeNdL3G5.gd,222186842,122913228,2160842,56.8821,0.553198
CeNdL3G6.gd,421259474,248588851,2160842,115.043,0.590109
CI112.gd,1774196174,1649462270,2160842,763.342,0.929696
CI114.gd,1737680082,1568459172,2160842,725.856,0.902617
CI176.gd,1038803934,828049051,2160842,383.207,0.797118
CI182.gd,886946998,708851536,2160842,328.044,0.799204
CI68.gd,394089825,345424828,2160842,159.857,0.876513
CI93.gd,1744694944,1524774935,2160842,705.639,0.873949
CiM0L1G0.gd,531112071,486032653,2160842,224.927,0.915123
CiM0L1G10.gd,6775184,6237822,2160842,2.88676,0.920687
CiM0L1G11.gd,11411211,10519545,2160842,4.86826,0.921861
CiM0L1G12.gd,1029594324,952608848,2160842,440.851,0.925227
CiM0L1G13.gd,15428614,13935647,2160842,6.44917,0.903234
CiM0L1G14.gd,2262344628,1920677988,2160842,888.856,0.848977
CiM0L1G1.gd,785644913,397161593,2160842,183.799,0.505523
CiM0L1G2.gd,132413605,108106585,2160842,50.0298,0.816431
CiM0L1G3.gd,231051641,214666879,2160842,99.3441,0.929086
CiM0L1G4.gd,42864861,40048532,2160842,18.5338,0.934297
CiM0L1G5.gd,265041951,243197502,2160842,112.548,0.917581
CiM0L1G6.gd,109909212,97282891,2160842,45.0208,0.88512
CiM0L1G7.gd,206983923,154356999,2160842,71.4337,0.745744
CiM0L1G8.gd,764552214,713880998,2160842,330.372,0.933724
CiM0L1G9.gd,469244437,422264348,2160842,195.417,0.899881
CiM0L2G0.gd,677709215,621380906,2160842,287.564,0.916884
CiM0L2G10.gd,934220645,907063951,2160842,419.773,0.970931
CiM0L2G11.gd,809559179,773476162,2160842,357.951,0.955429
CiM0L2G12.gd,387998229,374197251,2160842,173.172,0.96443
CiM0L2G13.gd,1207450248,1132810487,2160842,524.245,0.938184
CiM0L2G14.gd,643574195,619883081,2160842,286.871,0.963188
CiM0L2G1.gd,801284927,748452949,2160842,346.371,0.934066
CiM0L2G2.gd,78702067,70441247,2160842,32.599,0.895037
CiM0L2G3.gd,555366258,528261952,2160842,244.47,0.951196
CiM0L2G4.gd,61434424,57519170,2160842,26.6189,0.936269
CiM0L2G5.gd,440825977,407207845,2160842,188.449,0.923738
CiM0L2G6.gd,503586340,471654284,2160842,218.273,0.936591
CiM0L2G7.gd,456601949,427923169,2160842,198.035,0.937191
CiM0L2G8.gd,421846543,395657230,2160842,183.103,0.937917
CiM0L2G9.gd,711521372,687360367,2160842,318.098,0.966043
CiM0L3G0.gd,465209857,456701196,2160842,211.353,0.98171
CiM0L3G10.gd,1312569059,1232927108,2160842,570.577,0.939324
CiM0L3G11.gd,315032334,262681539,2160842,121.564,0.833824
CiM0L3G12.gd,198109467,181675916,2160842,84.0764,0.917048
CiM0L3G13.gd,231470805,209899704,2160842,97.1379,0.906809
CiM0L3G14.gd,3175475998,2896408791,2160842,1340.41,0.912118
CiM0L3G1.gd,626312676,593938357,2160842,274.864,0.94831
CiM0L3G2.gd,14717858,13221262,2160842,6.11857,0.898314
CiM0L3G3.gd,159687724,144563903,2160842,66.9017,0.905291
CiM0L3G4.gd,61079483,56580990,2160842,26.1847,0.92635
CiM0L3G5.gd,391857776,359212257,2160842,166.237,0.91669
CiM0L3G6.gd,89806970,83225751,2160842,38.5154,0.926718
CiM0L3G7.gd,422266913,370094483,2160842,171.273,0.876447
CiM0L3G8.gd,120347328,113804623,2160842,52.6668,0.945635
CiM0L3G9.gd,60706335,56704716,2160842,26.242,0.934082
CiN0L1G0.gd,225037352,210136174,2160842,97.2474,0.933784
CiN0L1G10.gd,325516028,297682278,2160842,137.762,0.914493
CiN0L1G11.gd,313046841,301584767,2160842,139.568,0.963385
CiN0L1G12.gd,111566363,103990374,2160842,48.1249,0.932094
CiN0L1G13.gd,70115369,66204492,2160842,30.6383,0.944222
CiN0L1G14.gd,1345752964,1281374827,2160842,592.998,0.952162
CiN0L1G1.gd,492005853,444256685,2160842,205.594,0.90295
CiN0L1G2.gd,147930980,111489924,2160842,51.5956,0.753662
CiN0L1G3.gd,140771913,121870323,2160842,56.3995,0.865729
CiN0L1G4.gd,780386533,720511494,2160842,333.44,0.923275
CiN0L1G5.gd,101561470,80644223,2160842,37.3207,0.794043
CiN0L1G6.gd,622118605,556267229,2160842,257.431,0.89415
CiN0L1G7.gd,635407729,600026058,2160842,277.682,0.944317
CiN0L1G8.gd,338002076,305565606,2160842,141.41,0.904035
CiN0L1G9.gd,552924724,526715394,2160842,243.755,0.952599
CiN0L2G0.gd,597551588,564830754,2160842,261.394,0.945242
CiN0L2G10.gd,154791992,146709270,2160842,67.8945,0.947783
CiN0L2G11.gd,696169426,679325357,2160842,314.38,0.975805
CiN0L2G12.gd,639515205,625524127,2160842,289.482,0.978122
CiN0L2G13.gd,1061421129,1022011719,2160842,472.969,0.962871
CiN0L2G14.gd,373418566,348141199,2160842,161.114,0.932308
CiN0L2G1.gd,240077399,204455442,2160842,94.6184,0.851623
CiN0L2G2.gd,1058251755,1000517893,2160842,463.022,0.945444
CiN0L2G3.gd,56104428,50619089,2160842,23.4256,0.90223
CiN0L2G4.gd,192899296,179200061,2160842,82.9307,0.928982
CiN0L2G5.gd,241347492,201994950,2160842,93.4797,0.836947
CiN0L2G6.gd,607029816,574086951,2160842,265.677,0.945731
CiN0L2G7.gd,529167029,432017950,2160842,199.93,0.816411
CiN0L2G8.gd,42457200,38227544,2160842,17.691,0.900378
CiN0L2G9.gd,973697616,945787232,2160842,437.694,0.971336
CiN0L3G0.gd,387548229,361773469,2160842,167.422,0.933493
CiN0L3G10.gd,174035259,162124043,2160842,75.0282,0.931559
CiN0L3G11.gd,1054866072,1013093400,2160842,468.842,0.9604
CiN0L3G12.gd,649059054,614039417,2160842,284.167,0.946046
CiN0L3G13.gd,816513700,791511281,2160842,366.298,0.969379
CiN0L3G14.gd,2283943636,2129233017,2160842,985.372,0.932262
CiN0L3G1.gd,369748633,355338694,2160842,164.445,0.961028
CiN0L3G2.gd,38796306,34765966,2160842,16.0891,0.896115
CiN0L3G3.gd,421855446,383803712,2160842,177.618,0.909799
CiN0L3G4.gd,489060813,459024577,2160842,212.429,0.938584
CiN0L3G5.gd,111794545,95627820,2160842,44.2549,0.855389
CiN0L3G6.gd,171499128,157483494,2160842,72.8806,0.918276
CiN0L3G7.gd,576855976,526038800,2160842,243.442,0.911907
CiN0L3G8.gd,79752703,72815307,2160842,33.6977,0.913014
CiN0L3G9.gd,637334352,620121240,2160842,286.981,0.972992
CiNDL1G0.gd,67829037,63684225,2160842,29.4719,0.938893
CiNDL1G10.gd,609501229,585935974,2160842,271.161,0.961337
CiNDL1G11.gd,296953445,274787698,2160842,127.167,0.925356
CiNDL1G12.gd,140534111,131927000,2160842,61.0535,0.938754
CiNDL1G13.gd,1913642617,1810995936,2160842,838.097,0.946361
CiNDL1G14.gd,609211951,584280128,2160842,270.395,0.959075
CiNDL1G1.gd,527752239,430857439,2160842,199.393,0.816401
CiNDL1G2.gd,58198571,52459045,2160842,24.2771,0.90138
CiNDL1G3.gd,61836620,53137503,2160842,24.5911,0.859321
CiNDL1G4.gd,180926532,90236591,2160842,41.7599,0.498747
CiNDL1G5.gd,354423154,324164162,2160842,150.018,0.914625
CiNDL1G6.gd,220737710,168679034,2160842,78.0617,0.76416
CiNDL1G7.gd,1157406890,928870452,2160842,429.865,0.802544
CiNDL1G8.gd,1086622286,948584783,2160842,438.988,0.872966
CiNDL1G9.gd,122386018,113064216,2160842,52.3241,0.923833
