"","AZM-M0L1","AZM-M0L2","AZM-M0L3","AZM-N0L1","AZM-N0L2","AZM-N0L3","AZM-NdL1","AZM-NdL2","AZM-NdL3","CIP-M0L1","CIP-M0L2","CIP-M0L3","CIP-N0L1","CIP-N0L2","CIP-N0L3","CIP-NdL1","CIP-NdL2","CIP-NdL3","IPM-M0L1","IPM-M0L2","IPM-M0L3","IPM-N0L1","IPM-N0L2","IPM-N0L3","IPM-NdL1","IPM-NdL2","IPM-NdL3","CEF-M0L1","CEF-M0L2","CEF-M0L3","CEF-N0L1","CEF-N0L2","CEF-N0L3","CEF-NdL1","CEF-NdL2","CEF-NdL3","LVX-M0L1","LVX-M0L2","LVX-M0L3","LVX-N0L1","LVX-N0L2","LVX-N0L3","LVX-NdL1","LVX-NdL2","LVX-NdL3","LNZ-M0L1","LNZ-M0L2","LNZ-M0L3","LNZ-N0L1","LNZ-N0L2","LNZ-N0L3","LNZ-NdL1","LNZ-NdL2","LNZ-NdL3","RIF-M0L1","RIF-M0L2","RIF-M0L3","RIF-N0L1","RIF-N0L2","RIF-N0L3","RIF-NdL1","RIF-NdL2","RIF-NdL3","VNC-M0L1","VNC-M0L2","VNC-M0L3","VNC-N0L1","VNC-N0L2","VNC-N0L3","VNC-NdL1","VNC-NdL2","VNC-NdL3","MEM-M0L1","MEM-M0L2","MEM-M0L3","MEM-N0L1","MEM-N0L2","MEM-N0L3","MEM-NdL1","MEM-NdL2","MEM-NdL3","PEN-M0L1","PEN-M0L2","PEN-M0L3","PEN-N0L1","PEN-N0L2","PEN-N0L3","PEN-NdL1","PEN-NdL2","PEN-NdL3"
"CEF-M0L3",0.0263157894736842,0.102564102564103,0.025,0.0499999999999999,0.0526315789473684,0.0256410256410257,0.0465116279069767,0.0476190476190477,0.0750000000000001,0.0465116279069767,0.0714285714285714,0.0425531914893617,0.025,0.024390243902439,0.0526315789473684,0.024390243902439,0.024390243902439,0.024390243902439,0.0476190476190477,0.0750000000000001,0.048780487804878,0.119047619047619,0.0512820512820512,0.0499999999999999,0.0222222222222223,0.0454545454545455,0.0227272727272727,0.395348837209302,0.657142857142857,1,0.2,0.28,0.234042553191489,0.239130434782609,0.333333333333333,0.294117647058824,0.210526315789474,0.232558139534884,0.186046511627907,0.173913043478261,0.315789473684211,0.25,0.244444444444445,0.191489361702128,0.232558139534884,0.266666666666667,0.354166666666667,0.409090909090909,0.142857142857143,0.25,0.333333333333333,0.159090909090909,0.229166666666667,0.125,0.0263157894736842,0.0238095238095237,0.0256410256410257,0.0208333333333334,0.0263157894736842,0.0499999999999999,0.0263157894736842,0.0232558139534883,0.0232558139534883,0.0465116279069767,0.025,0.0425531914893617,0.0263157894736842,0.027027027027027,0.027027027027027,0.0238095238095237,0.025,0.0465116279069767,0.048780487804878,0.0731707317073171,0,0.024390243902439,0.0232558139534883,0,0.0638297872340425,0.0192307692307693,0.024390243902439,0.048780487804878,0.0227272727272727,0.0465116279069767,0.0232558139534883,0.0238095238095237,0.025,0.0599999999999999,0.0588235294117647,0.0222222222222223
"CEF-N0L1",0.0294117647058824,0.0540540540540539,0.0277777777777778,0.117647058823529,0.0909090909090909,0.0285714285714286,0.025,0.0256410256410257,0.0263157894736842,0.025,0.0512820512820512,0.0227272727272727,0.0571428571428572,0.0857142857142857,0.0285714285714286,0.027027027027027,0.027027027027027,0.027027027027027,0.0256410256410257,0.0540540540540539,0.0540540540540539,0.131578947368421,0.088235294117647,0.0857142857142857,0.0499999999999999,0.0499999999999999,0.0512820512820512,0.191489361702128,0.2,0.2,1,0.538461538461539,0.255813953488372,0.232558139534884,0.230769230769231,0.215686274509804,0.135135135135135,0.166666666666667,0.119047619047619,0.162790697674419,0.277777777777778,0.24390243902439,0.209302325581395,0.155555555555556,0.225,0.204545454545455,0.22,0.234042553191489,0.157894736842105,0.214285714285714,0.209302325581395,0.146341463414634,0.195652173913044,0.111111111111111,0.0294117647058824,0.0263157894736842,0.0588235294117647,0.0465116279069767,0.0294117647058824,0.027027027027027,0.0294117647058824,0.0256410256410257,0.0256410256410257,0.025,0,0.0465116279069767,0.0294117647058824,0.0303030303030303,0.0625,0.0263157894736842,0.0277777777777778,0.025,0.0540540540540539,0.0526315789473684,0,0.027027027027027,0.0256410256410257,0,0.0222222222222223,0.0208333333333334,0.027027027027027,0.0263157894736842,0.0512820512820512,0.0512820512820512,0.0256410256410257,0.0263157894736842,0.0277777777777778,0.0425531914893617,0.0416666666666666,0.0499999999999999
"CEF-N0L2",0.0645161290322581,0.088235294117647,0.0606060606060607,0.0909090909090909,0.0303030303030303,0.0625,0.0540540540540539,0.0555555555555556,0.0571428571428572,0.0540540540540539,0.0540540540540539,0.048780487804878,0.0606060606060607,0.0588235294117647,0.0967741935483871,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0555555555555556,0.088235294117647,0.088235294117647,0.171428571428571,0.09375,0.0909090909090909,0.0810810810810811,0.111111111111111,0.0833333333333334,0.285714285714286,0.3,0.28,0.538461538461539,1,0.333333333333333,0.275,0.319148936170213,0.304347826086956,0.212121212121212,0.205128205128205,0.184210526315789,0.230769230769231,0.419354838709677,0.324324324324324,0.282051282051282,0.19047619047619,0.27027027027027,0.275,0.282608695652174,0.333333333333333,0.166666666666667,0.289473684210526,0.315789473684211,0.184210526315789,0.261904761904762,0.142857142857143,0.0645161290322581,0.0571428571428572,0.0967741935483871,0.0750000000000001,0.0645161290322581,0.0588235294117647,0.0645161290322581,0.0555555555555556,0.0555555555555556,0.0263157894736842,0,0.048780487804878,0.0645161290322581,0.0666666666666667,0.103448275862069,0.0571428571428572,0.0606060606060607,0.0540540540540539,0.0571428571428572,0.0857142857142857,0,0.0588235294117647,0.0555555555555556,0,0.0476190476190477,0.0217391304347826,0.0285714285714286,0.088235294117647,0.0540540540540539,0.0540540540540539,0.0555555555555556,0.0277777777777778,0.0606060606060607,0.0444444444444444,0.0434782608695652,0.0526315789473684
"CEF-N0L3",0.08,0.107142857142857,0.0740740740740741,0.0714285714285714,0.076923076923077,0.076923076923077,0.0645161290322581,0.0666666666666667,0.0689655172413793,0.0645161290322581,0.03125,0.0571428571428572,0.115384615384615,0.0714285714285714,0.037037037037037,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0666666666666667,0.148148148148148,0.0689655172413793,0.25,0.0740740740740741,0.0714285714285714,0.0625,0.0625,0.0645161290322581,0.230769230769231,0.243243243243243,0.234042553191489,0.255813953488372,0.333333333333333,1,0.285714285714286,0.244444444444445,0.255813953488372,0.259259259259259,0.28125,0.21875,0.3125,0.407407407407407,0.34375,0.257142857142857,0.222222222222222,0.32258064516129,0.25,0.261904761904762,0.282051282051282,0.2,0.264705882352941,0.257142857142857,0.21875,0.305555555555556,0.166666666666667,0.08,0.0689655172413793,0.12,0.0571428571428572,0.08,0.0714285714285714,0.08,0.0666666666666667,0.0666666666666667,0.0645161290322581,0,0.0277777777777778,0.08,0.0833333333333334,0.130434782608696,0.0689655172413793,0.0740740740740741,0.0645161290322581,0.0333333333333334,0.0666666666666667,0,0.0714285714285714,0.0666666666666667,0,0.0555555555555556,0.025,0.0344827586206896,0.107142857142857,0.03125,0.03125,0.103448275862069,0.0689655172413793,0.0740740740740741,0.025,0.024390243902439,0.0303030303030303
"CEF-NdL1",0.0399999999999999,0.0714285714285714,0.037037037037037,0.0357142857142857,0.08,0.0384615384615385,0.0666666666666667,0.0333333333333334,0.0714285714285714,0.032258064516129,0.032258064516129,0.0285714285714286,0.037037037037037,0.0357142857142857,0.08,0.0740740740740741,0.0740740740740741,0.0740740740740741,0.0333333333333334,0.0714285714285714,0.0714285714285714,0.172413793103448,0.037037037037037,0.0357142857142857,0.0645161290322581,0.0645161290322581,0.0666666666666667,0.236842105263158,0.25,0.239130434782609,0.232558139534884,0.275,0.285714285714286,1,0.527777777777778,0.558823529411765,0.178571428571428,0.212121212121212,0.151515151515152,0.205882352941177,0.321428571428572,0.272727272727273,0.228571428571429,0.194444444444444,0.25,0.222222222222222,0.209302325581395,0.225,0.166666666666667,0.235294117647059,0.228571428571429,0.1875,0.210526315789474,0.138888888888889,0.0399999999999999,0.0344827586206896,0.0384615384615385,0.0588235294117647,0.0399999999999999,0.0357142857142857,0.0399999999999999,0.0333333333333334,0.0333333333333334,0.032258064516129,0,0.0588235294117647,0.0399999999999999,0.0416666666666666,0.0416666666666666,0.0344827586206896,0.037037037037037,0.032258064516129,0.0714285714285714,0.107142857142857,0,0.0357142857142857,0.0333333333333334,0,0.0571428571428572,0.0256410256410257,0.0357142857142857,0.0714285714285714,0.0666666666666667,0.0666666666666667,0.0333333333333334,0.0344827586206896,0.037037037037037,0.0526315789473684,0.0789473684210525,0.0645161290322581
"CEF-NdL2",0.0277777777777778,0.0789473684210525,0.0263157894736842,0.0526315789473684,0.0555555555555556,0.027027027027027,0.0750000000000001,0.0499999999999999,0.0789473684210525,0.048780487804878,0.0750000000000001,0.0444444444444444,0.0263157894736842,0.0256410256410257,0.0555555555555556,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0499999999999999,0.0512820512820512,0.0789473684210525,0.153846153846154,0.0540540540540539,0.0526315789473684,0.0476190476190477,0.0731707317073171,0.048780487804878,0.318181818181818,0.333333333333333,0.333333333333333,0.230769230769231,0.319148936170213,0.244444444444445,0.527777777777778,1,0.6,0.189189189189189,0.186046511627907,0.166666666666667,0.181818181818182,0.333333333333333,0.261904761904762,0.317073170731707,0.2,0.275,0.27906976744186,0.285714285714286,0.333333333333333,0.17948717948718,0.292682926829268,0.317073170731707,0.195121951219512,0.212765957446808,0.155555555555556,0.0277777777777778,0.025,0.027027027027027,0.0444444444444444,0.0277777777777778,0.0526315789473684,0.0277777777777778,0.0499999999999999,0.0499999999999999,0.048780487804878,0.0263157894736842,0.0930232558139535,0.0571428571428572,0.0285714285714286,0.0285714285714286,0.025,0.0263157894736842,0.0750000000000001,0.0789473684210525,0.105263157894737,0,0.0256410256410257,0.024390243902439,0,0.0666666666666667,0.02,0.0256410256410257,0.0512820512820512,0.048780487804878,0.0750000000000001,0.024390243902439,0.025,0.0263157894736842,0.0625,0.0833333333333334,0.0476190476190477
"CEF-NdL3",0.0606060606060607,0.0833333333333334,0.0571428571428572,0.0555555555555556,0.0588235294117647,0.0588235294117647,0.0789473684210525,0.0526315789473684,0.0833333333333334,0.0512820512820512,0.025,0.0465116279069767,0.0571428571428572,0.0555555555555556,0.0285714285714286,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0526315789473684,0.0833333333333334,0.0833333333333334,0.194444444444444,0.0571428571428572,0.0555555555555556,0.076923076923077,0.076923076923077,0.0789473684210525,0.272727272727273,0.285714285714286,0.294117647058824,0.215686274509804,0.304347826086956,0.255813953488372,0.558823529411765,0.6,1,0.166666666666667,0.195121951219512,0.146341463414634,0.19047619047619,0.352941176470588,0.275,0.3,0.209302325581395,0.289473684210526,0.292682926829268,0.270833333333333,0.288888888888889,0.189189189189189,0.275,0.3,0.205128205128205,0.195652173913044,0.162790697674419,0.0606060606060607,0.0540540540540539,0.0588235294117647,0.0714285714285714,0.0606060606060607,0.0857142857142857,0.0606060606060607,0.0526315789473684,0.0810810810810811,0.025,0,0.0714285714285714,0.09375,0.0625,0.0625,0.0540540540540539,0.0571428571428572,0.0789473684210525,0.0540540540540539,0.0810810810810811,0,0.0555555555555556,0.0526315789473684,0,0.0454545454545455,0.0208333333333334,0.027027027027027,0.0833333333333334,0.0512820512820512,0.0512820512820512,0.0526315789473684,0.0263157894736842,0.0571428571428572,0.0425531914893617,0.0869565217391304,0.0499999999999999
"LVX-M0L1",0.153846153846154,0.266666666666667,0.133333333333333,0.2,0.0666666666666667,0.142857142857143,0.166666666666667,0.25,0.1875,0.166666666666667,0.235294117647059,0.19047619047619,0.133333333333333,0.125,0.142857142857143,0.125,0.2,0.2,0.176470588235294,0.1875,0.1875,0.210526315789474,0.214285714285714,0.285714285714286,0.1,0.222222222222222,0.105263157894737,0.241379310344828,0.307692307692308,0.210526315789474,0.135135135135135,0.212121212121212,0.259259259259259,0.178571428571428,0.189189189189189,0.166666666666667,1,0.380952380952381,0.588235294117647,0.304347826086956,0.444444444444444,0.409090909090909,0.230769230769231,0.28,0.380952380952381,0.269230769230769,0.242424242424243,0.357142857142857,0.333333333333333,0.347826086956522,0.391304347826087,0.35,0.346153846153846,0.363636363636364,0.153846153846154,0.117647058823529,0.142857142857143,0.0869565217391304,0.153846153846154,0.125,0.153846153846154,0.111111111111111,0.111111111111111,0.166666666666667,0.133333333333333,0.136363636363636,0.153846153846154,0.166666666666667,0.166666666666667,0.117647058823529,0.133333333333333,0.166666666666667,0.117647058823529,0.111111111111111,0,0.2,0.111111111111111,0.0666666666666667,0.0833333333333334,0.0740740740740741,0.0588235294117647,0.1875,0.0499999999999999,0.166666666666667,0.111111111111111,0.0555555555555556,0.133333333333333,0.115384615384615,0.111111111111111,0.1
"LVX-M0L2",0.157894736842105,0.181818181818182,0.142857142857143,0.0869565217391304,0.0454545454545455,0.0952380952380953,0.12,0.227272727272727,0.130434782608696,0.166666666666667,0.217391304347826,0.230769230769231,0.142857142857143,0.0869565217391304,0.0454545454545455,0.0869565217391304,0.136363636363636,0.19047619047619,0.173913043478261,0.130434782608696,0.181818181818182,0.304347826086956,0.0909090909090909,0.136363636363636,0.0740740740740741,0.16,0.076923076923077,0.264705882352941,0.28125,0.232558139534884,0.166666666666667,0.205128205128205,0.28125,0.212121212121212,0.186046511627907,0.195121951219512,0.380952380952381,1,0.416666666666667,0.321428571428572,0.32,0.357142857142857,0.344827586206897,0.3,0.384615384615385,0.379310344827586,0.333333333333333,0.323529411764706,0.24,0.310344827586207,0.344827586206897,0.259259259259259,0.3125,0.233333333333333,0.1,0.130434782608696,0.0952380952380953,0.0666666666666667,0.1,0.0869565217391304,0.1,0.08,0.08,0.166666666666667,0.142857142857143,0.142857142857143,0.1,0.105263157894737,0.105263157894737,0.0833333333333334,0.0909090909090909,0.12,0.0833333333333334,0.08,0,0.136363636363636,0.08,0.0952380952380953,0.0645161290322581,0.0588235294117647,0.0416666666666666,0.130434782608696,0.076923076923077,0.12,0.08,0.0399999999999999,0.0909090909090909,0.125,0.121212121212121,0.0740740740740741
"LVX-M0L3",0.176470588235294,0.2,0.157894736842105,0.15,0.0499999999999999,0.105263157894737,0.130434782608696,0.19047619047619,0.142857142857143,0.181818181818182,0.238095238095238,0.2,0.1,0.0952380952380953,0.105263157894737,0.0952380952380953,0.15,0.15,0.19047619047619,0.142857142857143,0.2,0.217391304347826,0.157894736842105,0.210526315789474,0.08,0.173913043478261,0.0833333333333334,0.242424242424243,0.258064516129032,0.186046511627907,0.119047619047619,0.184210526315789,0.21875,0.151515151515152,0.166666666666667,0.146341463414634,0.588235294117647,0.416666666666667,1,0.296296296296296,0.347826086956522,0.333333333333333,0.321428571428572,0.321428571428572,0.307692307692308,0.310344827586207,0.243243243243243,0.303030303030303,0.260869565217391,0.333333333333333,0.321428571428572,0.230769230769231,0.333333333333333,0.25,0.111111111111111,0.0909090909090909,0.105263157894737,0.0714285714285714,0.111111111111111,0.0952380952380953,0.111111111111111,0.0869565217391304,0.0869565217391304,0.130434782608696,0.157894736842105,0.153846153846154,0.111111111111111,0.117647058823529,0.117647058823529,0.0909090909090909,0.1,0.130434782608696,0.0909090909090909,0.0869565217391304,0,0.210526315789474,0.0869565217391304,0.0499999999999999,0.0689655172413793,0.0625,0.0454545454545455,0.142857142857143,0.0399999999999999,0.130434782608696,0.0869565217391304,0.0434782608695652,0.1,0.133333333333333,0.09375,0.08
"LVX-N0L1",0.0952380952380953,0.08,0.0869565217391304,0.130434782608696,0.0434782608695652,0.0909090909090909,0.0740740740740741,0.076923076923077,0.08,0.0740740740740741,0.0740740740740741,0.0645161290322581,0.136363636363636,0.0833333333333334,0.0909090909090909,0.0833333333333334,0.0833333333333334,0.0833333333333334,0.076923076923077,0.08,0.08,0.347826086956522,0.136363636363636,0.130434782608696,0.0714285714285714,0.0714285714285714,0.0740740740740741,0.222222222222222,0.2,0.173913043478261,0.162790697674419,0.230769230769231,0.3125,0.205882352941177,0.181818181818182,0.19047619047619,0.304347826086956,0.321428571428572,0.296296296296296,1,0.416666666666667,0.392857142857143,0.25,0.212121212121212,0.37037037037037,0.242424242424243,0.225,0.243243243243243,0.185185185185185,0.3,0.290322580645161,0.206896551724138,0.228571428571429,0.1875,0.0952380952380953,0.125,0.0909090909090909,0.0645161290322581,0.0952380952380953,0.0833333333333334,0.0952380952380953,0.12,0.076923076923077,0.0740740740740741,0,0.03125,0.0952380952380953,0.1,0.1,0.125,0.0869565217391304,0.0740740740740741,0.0384615384615385,0.037037037037037,0,0.0833333333333334,0.076923076923077,0,0.0967741935483871,0.088235294117647,0.0399999999999999,0.08,0.0357142857142857,0.0357142857142857,0.076923076923077,0.125,0.0869565217391304,0.0277777777777778,0.027027027027027,0.0344827586206896
"LVX-N0L2",0.117647058823529,0.15,0.105263157894737,0.157894736842105,0.0526315789473684,0.111111111111111,0.0869565217391304,0.0909090909090909,0.0952380952380953,0.0869565217391304,0.0869565217391304,0.0740740740740741,0.105263157894737,0.1,0.111111111111111,0.1,0.1,0.1,0.0909090909090909,0.15,0.0952380952380953,0.285714285714286,0.166666666666667,0.157894736842105,0.0833333333333334,0.0833333333333334,0.0869565217391304,0.428571428571428,0.407407407407407,0.315789473684211,0.277777777777778,0.419354838709677,0.407407407407407,0.321428571428572,0.333333333333333,0.352941176470588,0.444444444444444,0.32,0.347826086956522,0.416666666666667,1,0.590909090909091,0.44,0.285714285714286,0.5,0.423076923076923,0.363636363636364,0.448275862068966,0.272727272727273,0.458333333333333,0.5,0.291666666666667,0.344827586206897,0.214285714285714,0.117647058823529,0.0952380952380953,0.111111111111111,0.115384615384615,0.117647058823529,0.1,0.117647058823529,0.0909090909090909,0.0909090909090909,0.0416666666666666,0,0.0357142857142857,0.117647058823529,0.125,0.125,0.0952380952380953,0.105263157894737,0.0869565217391304,0.0454545454545455,0.0434782608695652,0,0.1,0.0909090909090909,0,0.0344827586206896,0.03125,0.0476190476190477,0.0952380952380953,0.0869565217391304,0.0869565217391304,0.0909090909090909,0.0454545454545455,0.105263157894737,0.0645161290322581,0.0625,0.0833333333333334
"LVX-N0L3",0.0909090909090909,0.12,0.0833333333333334,0.173913043478261,0.0416666666666666,0.0869565217391304,0.0714285714285714,0.16,0.076923076923077,0.0714285714285714,0.153846153846154,0.133333333333333,0.130434782608696,0.08,0.0869565217391304,0.08,0.125,0.173913043478261,0.0740740740740741,0.12,0.12,0.230769230769231,0.130434782608696,0.173913043478261,0.107142857142857,0.148148148148148,0.0714285714285714,0.285714285714286,0.303030303030303,0.25,0.24390243902439,0.324324324324324,0.34375,0.272727272727273,0.261904761904762,0.275,0.409090909090909,0.357142857142857,0.333333333333333,0.392857142857143,0.590909090909091,1,0.32258064516129,0.242424242424243,0.357142857142857,0.354838709677419,0.315789473684211,0.382352941176471,0.269230769230769,0.333333333333333,0.366666666666667,0.241379310344828,0.333333333333333,0.21875,0.0909090909090909,0.076923076923077,0.0869565217391304,0.0625,0.0909090909090909,0.08,0.0909090909090909,0.0740740740740741,0.0740740740740741,0.0714285714285714,0.0399999999999999,0.0625,0.0909090909090909,0.0952380952380953,0.0952380952380953,0.076923076923077,0.0833333333333334,0.0714285714285714,0.037037037037037,0.0357142857142857,0,0.125,0.0740740740740741,0.0869565217391304,0.0294117647058824,0.0555555555555556,0.0384615384615385,0.12,0.0344827586206896,0.0714285714285714,0.0740740740740741,0.037037037037037,0.0833333333333334,0.0555555555555556,0.0833333333333334,0.0689655172413793
"LVX-NdL1",0.136363636363636,0.16,0.125,0.12,0.0399999999999999,0.0833333333333334,0.107142857142857,0.111111111111111,0.115384615384615,0.148148148148148,0.107142857142857,0.129032258064516,0.08,0.076923076923077,0.0399999999999999,0.076923076923077,0.076923076923077,0.076923076923077,0.153846153846154,0.115384615384615,0.16,0.269230769230769,0.08,0.076923076923077,0.0666666666666667,0.103448275862069,0.0689655172413793,0.314285714285714,0.294117647058824,0.244444444444445,0.209302325581395,0.282051282051282,0.257142857142857,0.228571428571429,0.317073170731707,0.3,0.230769230769231,0.344827586206897,0.321428571428572,0.25,0.44,0.32258064516129,1,0.5,0.392857142857143,0.433333333333333,0.342105263157895,0.333333333333333,0.259259259259259,0.366666666666667,0.4,0.275862068965517,0.285714285714286,0.212121212121212,0.0869565217391304,0.0740740740740741,0.0833333333333334,0.0606060606060607,0.0869565217391304,0.12,0.0869565217391304,0.0714285714285714,0.111111111111111,0.0689655172413793,0.08,0.129032258064516,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0740740740740741,0.08,0.148148148148148,0.0740740740740741,0.0714285714285714,0,0.076923076923077,0.0714285714285714,0,0.0588235294117647,0.0263157894736842,0.037037037037037,0.0740740740740741,0.0333333333333334,0.0689655172413793,0.0714285714285714,0.0740740740740741,0.08,0.0833333333333334,0.0526315789473684,0.032258064516129
"LVX-NdL2",0.136363636363636,0.115384615384615,0.125,0.12,0.0399999999999999,0.0833333333333334,0.107142857142857,0.111111111111111,0.115384615384615,0.148148148148148,0.107142857142857,0.129032258064516,0.08,0.076923076923077,0.0399999999999999,0.076923076923077,0.076923076923077,0.076923076923077,0.153846153846154,0.0740740740740741,0.16,0.269230769230769,0.08,0.076923076923077,0.0666666666666667,0.103448275862069,0.0689655172413793,0.17948717948718,0.222222222222222,0.191489361702128,0.155555555555556,0.19047619047619,0.222222222222222,0.194444444444444,0.2,0.209302325581395,0.28,0.3,0.321428571428572,0.212121212121212,0.285714285714286,0.242424242424243,0.5,1,0.344827586206897,0.264705882352941,0.24390243902439,0.230769230769231,0.307692307692308,0.32258064516129,0.3125,0.275862068965517,0.25,0.25,0.0869565217391304,0.0740740740740741,0.0833333333333334,0.0606060606060607,0.0869565217391304,0.12,0.0869565217391304,0.0714285714285714,0.111111111111111,0.0689655172413793,0.08,0.129032258064516,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0740740740740741,0.08,0.148148148148148,0.0740740740740741,0.0714285714285714,0,0.076923076923077,0.0714285714285714,0,0.0588235294117647,0.0263157894736842,0.037037037037037,0.0740740740740741,0.0333333333333334,0.0689655172413793,0.111111111111111,0.0357142857142857,0.08,0.0833333333333334,0.0526315789473684,0.032258064516129
"LVX-NdL3",0.1,0.130434782608696,0.0909090909090909,0.0869565217391304,0.0454545454545455,0.0952380952380953,0.12,0.125,0.130434782608696,0.12,0.076923076923077,0.103448275862069,0.0909090909090909,0.0869565217391304,0.0454545454545455,0.136363636363636,0.0869565217391304,0.0869565217391304,0.125,0.0833333333333334,0.130434782608696,0.363636363636364,0.0909090909090909,0.0869565217391304,0.0740740740740741,0.115384615384615,0.076923076923077,0.264705882352941,0.28125,0.232558139534884,0.225,0.27027027027027,0.32258064516129,0.25,0.275,0.289473684210526,0.380952380952381,0.384615384615385,0.307692307692308,0.37037037037037,0.5,0.357142857142857,0.392857142857143,0.344827586206897,1,0.333333333333333,0.371428571428571,0.363636363636364,0.631578947368421,0.727272727272727,0.695652173913043,0.619047619047619,0.272727272727273,0.48,0.1,0.130434782608696,0.0952380952380953,0.0666666666666667,0.1,0.136363636363636,0.1,0.08,0.125,0.12,0.0434782608695652,0.103448275862069,0.157894736842105,0.105263157894737,0.105263157894737,0.130434782608696,0.142857142857143,0.166666666666667,0.0833333333333334,0.08,0,0.0869565217391304,0.08,0,0.0645161290322581,0.0285714285714286,0.0416666666666666,0.0833333333333334,0.037037037037037,0.076923076923077,0.08,0.0399999999999999,0.0909090909090909,0.0588235294117647,0.088235294117647,0.0357142857142857
"LNZ-M0L1",0.130434782608696,0.153846153846154,0.12,0.0740740740740741,0.0384615384615385,0.08,0.103448275862069,0.148148148148148,0.111111111111111,0.142857142857143,0.142857142857143,0.161290322580645,0.076923076923077,0.0740740740740741,0.0384615384615385,0.0740740740740741,0.115384615384615,0.115384615384615,0.148148148148148,0.111111111111111,0.153846153846154,0.214285714285714,0.076923076923077,0.115384615384615,0.0645161290322581,0.137931034482759,0.0666666666666667,0.342857142857143,0.323529411764706,0.266666666666667,0.204545454545455,0.275,0.25,0.222222222222222,0.27906976744186,0.292682926829268,0.269230769230769,0.379310344827586,0.310344827586207,0.242424242424243,0.423076923076923,0.354838709677419,0.433333333333333,0.264705882352941,0.333333333333333,1,0.575757575757576,0.441176470588235,0.206896551724138,0.3125,0.34375,0.225806451612903,0.4375,0.205882352941177,0.0833333333333334,0.0714285714285714,0.08,0.0588235294117647,0.0833333333333334,0.0740740740740741,0.0833333333333334,0.0689655172413793,0.0689655172413793,0.103448275862069,0.166666666666667,0.161290322580645,0.0833333333333334,0.0869565217391304,0.0869565217391304,0.111111111111111,0.076923076923077,0.103448275862069,0.0714285714285714,0.0689655172413793,0,0.115384615384615,0.0689655172413793,0.0384615384615385,0.0571428571428572,0.0810810810810811,0.0357142857142857,0.111111111111111,0.032258064516129,0.103448275862069,0.0689655172413793,0.0344827586206896,0.076923076923077,0.142857142857143,0.0789473684210525,0.0645161290322581
"LNZ-M0L2",0.0967741935483871,0.117647058823529,0.0909090909090909,0.0571428571428572,0.0294117647058824,0.0606060606060607,0.0810810810810811,0.114285714285714,0.0857142857142857,0.111111111111111,0.111111111111111,0.128205128205128,0.0588235294117647,0.0571428571428572,0.0294117647058824,0.0571428571428572,0.088235294117647,0.088235294117647,0.114285714285714,0.0857142857142857,0.117647058823529,0.2,0.0588235294117647,0.088235294117647,0.0512820512820512,0.108108108108108,0.0526315789473684,0.27906976744186,0.292682926829268,0.354166666666667,0.22,0.282608695652174,0.261904761904762,0.209302325581395,0.285714285714286,0.270833333333333,0.242424242424243,0.333333333333333,0.243243243243243,0.225,0.363636363636364,0.315789473684211,0.342105263157895,0.24390243902439,0.371428571428571,0.575757575757576,1,0.540540540540541,0.228571428571429,0.315789473684211,0.378378378378378,0.243243243243243,0.384615384615385,0.225,0.0625,0.0857142857142857,0.0606060606060607,0.0476190476190477,0.0625,0.0571428571428572,0.0625,0.0540540540540539,0.0540540540540539,0.111111111111111,0.125,0.128205128205128,0.0625,0.0645161290322581,0.0645161290322581,0.0857142857142857,0.0909090909090909,0.0810810810810811,0.0555555555555556,0.0540540540540539,0,0.088235294117647,0.0833333333333334,0.0294117647058824,0.0465116279069767,0.0434782608695652,0.0277777777777778,0.0857142857142857,0.0256410256410257,0.0810810810810811,0.0540540540540539,0.027027027027027,0.0588235294117647,0.142857142857143,0.0652173913043478,0.0512820512820512
